bird,abundance,img,ebird,wikipedia,allaboutbirds,migration,recording,tags,male,female,winter,early spring,late spring,summer,post breeding,early fall,late fall,recording_embed_link
House Finch,FCCCCCF,,https://ebird.org/species/houfin,https://en.wikipedia.org/wiki/House_finch,https://www.allaboutbirds.org/guide/House_Finch/id,https://www.allaboutbirds.org/guide/assets/photo/32312711-1280px.jpg,https://macaulaylibrary.org/asset/118626,,https://upload.wikimedia.org/wikipedia/commons/3/30/Carpodacus_mexicanus_-Madison%2C_Wisconsin%2C_USA-8.jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/House_Finch%2C_Stratham%2C_NH.jpg,3 - fairly common,2 - common,2 - common,2 - common,2 - common,2 - common,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/118626/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Purple Finch,RRU--UR,,https://ebird.org/species/purfin,https://en.wikipedia.org/wiki/Purple_finch,https://www.allaboutbirds.org/guide/Purple_Finch/id,https://www.allaboutbirds.org/guide/assets/photo/32323891-1280px.jpg,https://macaulaylibrary.org/asset/195714,,https://upload.wikimedia.org/wikipedia/commons/4/42/Carpodacus_purpureus_CT3.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dd/Carpodacus_purpureus_CT4.jpg,5 - rare,5 - rare,4 - uncommon,,,4 - uncommon,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/195714/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Common Redpoll,FU----U,https://upload.wikimedia.org/wikipedia/commons/f/f8/Carduelis_flammea_CT6.jpg,https://ebird.org/species/comred/,https://en.wikipedia.org/wiki/Common_redpoll,https://www.allaboutbirds.org/guide/Common_Redpoll/id,https://www.allaboutbirds.org/guide/assets/photo/31917231-1280px.jpg,https://macaulaylibrary.org/asset/105813,,,,3 - fairly common,4 - uncommon,,,,,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/105813/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Red Crossbill,URX---R,,https://ebird.org/species/redcro/,https://en.wikipedia.org/wiki/Red_crossbill,https://www.allaboutbirds.org/guide/Red_Crossbill/id#,https://www.allaboutbirds.org/guide/assets/photo/32257131-1280px.jpg,https://macaulaylibrary.org/asset/34743,,https://upload.wikimedia.org/wikipedia/commons/4/49/Red_Crossbills_%28Male%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9b/Red_Crossbill_%28Female%29.jpg,4 - uncommon,5 - rare,6 - extremely rare,,,,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/34743/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
White-winged Crossbill,UR-----,,https://ebird.org/species/whwcro,https://en.wikipedia.org/wiki/Two-barred_crossbill,https://www.allaboutbirds.org/guide/White-winged_Crossbill/id,https://www.allaboutbirds.org/guide/assets/photo/32009411-1280px.jpg,https://macaulaylibrary.org/asset/103204,,https://upload.wikimedia.org/wikipedia/commons/4/46/Whitewingedcrossbillmale09.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/White-winged_Crossbill_-_female.jpg,4 - uncommon,5 - rare,,,,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/103204/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Pine Siskin,FFRXXXF,https://upload.wikimedia.org/wikipedia/commons/2/2e/Carduelis_pinus_CT7.jpg,https://ebird.org/species/pinsis,https://en.wikipedia.org/wiki/Pine_siskin,https://www.allaboutbirds.org/guide/Pine_Siskin/id,https://www.allaboutbirds.org/guide/assets/photo/31752411-1280px.jpg,https://macaulaylibrary.org/asset/44845,,,,3 - fairly common,3 - fairly common,5 - rare,6 - extremely rare,6 - extremely rare,6 - extremely rare,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/44845/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
American Goldfinch,FFCCCCC,,https://ebird.org/species/amegfi,https://en.wikipedia.org/wiki/American_goldfinch,https://www.allaboutbirds.org/guide/American_Goldfinch/id,https://www.allaboutbirds.org/guide/assets/photo/63179501-1280px.jpg,https://macaulaylibrary.org/asset/111054,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Male_American_Goldfinch_in_Lodi_CA.JPG,https://upload.wikimedia.org/wikipedia/commons/b/b1/Female_american_goldfinch.jpg,3 - fairly common,3 - fairly common,2 - common,2 - common,2 - common,2 - common,2 - common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/111054/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Lapland Longspur,URX---U,,https://ebird.org/species/laplon,https://en.wikipedia.org/wiki/Lapland_longspur,https://www.allaboutbirds.org/guide/Lapland_Longspur/id,https://www.allaboutbirds.org/guide/assets/photo/32314181-1280px.jpg,https://macaulaylibrary.org/asset/132125,,https://upload.wikimedia.org/wikipedia/commons/6/61/Lapland_Longspur_-_Calcarius_lapponicus_-_Sportittlingur_1.jpg,https://upload.wikimedia.org/wikipedia/commons/f/ff/Calcarius_lapponicus_%28female%29_1996-07-25.jpg,4 - uncommon,5 - rare,6 - extremely rare,,,,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/132125/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Snow Bunting,UR----U,,,https://en.wikipedia.org/wiki/Snow_bunting,https://www.allaboutbirds.org/guide/Snow_Bunting/id,https://www.allaboutbirds.org/guide/assets/photo/32214271-1280px.jpg,https://macaulaylibrary.org/asset/130949,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Plectrophenax_nivalis1.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/SnowBunting-MtA.jpg,4 - uncommon,5 - rare,,,,,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/130949/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Grasshopper Sparrow,--FUUR-,https://upload.wikimedia.org/wikipedia/commons/c/c2/Grasshopper_Sparrow.jpg,https://ebird.org/species/graspa,https://en.wikipedia.org/wiki/Grasshopper_sparrow,https://www.allaboutbirds.org/guide/Grasshopper_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/32306061-1280px.jpg,https://macaulaylibrary.org/asset/42242,,,,,,3 - fairly common,4 - uncommon,4 - uncommon,5 - rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/42242/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Chipping Sparrow,-UFFFUR,https://upload.wikimedia.org/wikipedia/commons/2/29/Spizella-passerina-015_edit.jpg,https://ebird.org/species/chispa/,https://en.wikipedia.org/wiki/Chipping_sparrow,https://www.allaboutbirds.org/guide/Chipping_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31755701-1280px.jpg,https://macaulaylibrary.org/asset/106641,,,,,4 - uncommon,3 - fairly common,3 - fairly common,3 - fairly common,4 - uncommon,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/106641/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Clay-colored Sparrow,--URXRR,https://upload.wikimedia.org/wikipedia/commons/e/eb/Spizella_pallida4_edit.jpg,https://ebird.org/species/clcspa,https://en.wikipedia.org/wiki/Clay-colored_sparrow,https://www.allaboutbirds.org/guide/Clay-colored_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31505901-1280px.jpg,https://macaulaylibrary.org/asset/42229,,,,,,4 - uncommon,5 - rare,6 - extremely rare,5 - rare,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/42229/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Field Sparrow,RRCFFUU,https://upload.wikimedia.org/wikipedia/commons/a/ad/Field_sparrow_head.JPG,https://ebird.org/species/fiespa,https://en.wikipedia.org/wiki/Field_sparrow,https://www.allaboutbirds.org/guide/Field_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/32269171-1280px.jpg,https://macaulaylibrary.org/asset/94479,,,,5 - rare,5 - rare,2 - common,3 - fairly common,3 - fairly common,4 - uncommon,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/94479/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Lark Sparrow,--RR---,https://upload.wikimedia.org/wikipedia/commons/7/79/LarkSparrow.jpg,https://ebird.org/species/larspa,https://en.wikipedia.org/wiki/Lark_sparrow,https://www.allaboutbirds.org/guide/Lark_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/32314471-1280px.jpg,https://macaulaylibrary.org/asset/56919,,,,,,5 - rare,5 - rare,,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/56919/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
American Tree Sparrow,CFX---F,https://upload.wikimedia.org/wikipedia/commons/c/cf/Spizella-arborea-002_edit2.jpg,https://ebird.org/species/amtspa,https://en.wikipedia.org/wiki/American_tree_sparrow,https://www.allaboutbirds.org/guide/American_Tree_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31950061-1280px.jpg,https://macaulaylibrary.org/asset/130845,,,,2 - common,3 - fairly common,6 - extremely rare,,,,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/130845/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Fox Sparrow,RFX---F,https://upload.wikimedia.org/wikipedia/commons/1/13/Passerella_iliaca-001.jpg,https://ebird.org/species/foxspa,https://en.wikipedia.org/wiki/Fox_sparrow,https://www.allaboutbirds.org/guide/Fox_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31948331-1280px.jpg,https://macaulaylibrary.org/asset/51094,,,,5 - rare,3 - fairly common,6 - extremely rare,,,,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/51094/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Dark-eyed Junco,CCR---C,,https://ebird.org/species/daejun,https://en.wikipedia.org/wiki/Dark-eyed_junco,https://www.allaboutbirds.org/guide/Dark-eyed_Junco/id,https://www.allaboutbirds.org/guide/assets/photo/31948691-1280px.jpg,https://macaulaylibrary.org/asset/105801,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Dark-eyed_Junco-27527.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Junco_hyemalis_hyemalis_CT2.jpg,2 - common,2 - common,5 - rare,,,,2 - common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/105801/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
White-crowned Sparrow,RRF---F,https://upload.wikimedia.org/wikipedia/commons/9/92/White-crowned-Sparrow.jpg,https://ebird.org/species/whcspa,https://en.wikipedia.org/wiki/White-crowned_sparrow,https://www.allaboutbirds.org/guide/White-crowned_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31720991-1280px.jpg,https://macaulaylibrary.org/asset/16605,,,,5 - rare,5 - rare,3 - fairly common,,,,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/16605/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Harris's Sparrow,X-----X,https://upload.wikimedia.org/wikipedia/commons/9/99/Harris%27s_Sparrow_%2814u0779_std%29_%28cropped%29.jpg,https://ebird.org/species/harspa/,https://en.wikipedia.org/wiki/Harris's_sparrow,https://www.allaboutbirds.org/guide/Harriss_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/41327001-1280px.jpg,https://macaulaylibrary.org/asset/105763,,,,6 - extremely rare,,,,,,6 - extremely rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/105763/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
White-throated Sparrow,UUC--UC,https://upload.wikimedia.org/wikipedia/commons/f/f3/Zonotrichia_albicollis_CT1.jpg,https://ebird.org/species/whtspa,https://en.wikipedia.org/wiki/White-throated_sparrow,https://www.allaboutbirds.org/guide/White-throated_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/32010041-1280px.jpg,https://macaulaylibrary.org/asset/15610,,,,4 - uncommon,4 - uncommon,2 - common,,,4 - uncommon,2 - common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/15610/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Vesper Sparrow,-RURRUR,https://upload.wikimedia.org/wikipedia/commons/c/cd/Pooecetes_gramineus_-USA-8.jpg,https://ebird.org/species/vesspa,https://en.wikipedia.org/wiki/Vesper_sparrow,https://www.allaboutbirds.org/guide/Vesper_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31919301-1280px.jpg,https://macaulaylibrary.org/asset/120220,,,,,5 - rare,4 - uncommon,5 - rare,5 - rare,4 - uncommon,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/120220/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Le Conte's Sparrow,--R---R,https://upload.wikimedia.org/wikipedia/commons/c/cd/LESP-Erickson.jpg,https://ebird.org/species/lecspa,https://en.wikipedia.org/wiki/LeConte%27s_sparrow,https://www.allaboutbirds.org/guide/LeContes_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31722411-1280px.jpg,https://macaulaylibrary.org/asset/66406,,,,,,5 - rare,,,,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/66406/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Nelson's Sparrow,--X--RU,https://upload.wikimedia.org/wikipedia/commons/8/8c/Ammodramus_nelsoni_-Riverlands_Migratory_Bird_Sanctuary%2C_Missouri%2C_USA-8_%281%29.jpg,https://ebird.org/species/nstspa,https://en.wikipedia.org/wiki/Nelson's_sparrow,https://www.allaboutbirds.org/guide/Nelsons_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/32322131-1280px.jpg,https://macaulaylibrary.org/asset/64382191,,,,,,6 - extremely rare,,,5 - rare,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/64382191/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Savannah Sparrow,XUFFUFR,https://upload.wikimedia.org/wikipedia/commons/a/af/Passerculus_sandwichensis_crop.jpg,https://ebird.org/species/savspa,https://en.wikipedia.org/wiki/Savannah_sparrow,https://www.allaboutbirds.org/guide/Savannah_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31503761-1280px.jpg,https://macaulaylibrary.org/asset/136420,,,,6 - extremely rare,4 - uncommon,3 - fairly common,3 - fairly common,4 - uncommon,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/136420/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Henslow's Sparrow,--FFFR-,https://upload.wikimedia.org/wikipedia/commons/2/25/Henslows_Sparrow_%28Ammodramus_henslowii%29_%285752598436%29.jpg,https://ebird.org/species/henspa,https://en.wikipedia.org/wiki/Henslow's_sparrow,https://www.allaboutbirds.org/guide/Henslows_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/32311481-1280px.jpg,https://macaulaylibrary.org/asset/113521,,,,,,3 - fairly common,3 - fairly common,3 - fairly common,5 - rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/113521/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Song Sparrow,UFCCCCF,https://upload.wikimedia.org/wikipedia/commons/a/a4/Melospiza-melodia-001.jpg,https://ebird.org/species/sonspa,https://en.wikipedia.org/wiki/Song_sparrow,https://www.allaboutbirds.org/guide/Song_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31947811-1280px.jpg,https://macaulaylibrary.org/asset/44866,,,,4 - uncommon,3 - fairly common,2 - common,2 - common,2 - common,2 - common,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/44866/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Lincoln's Sparrow,X-U--UF,https://upload.wikimedia.org/wikipedia/commons/5/53/Lincoln%27s_Sparrow_at_bird_feeder.jpg,https://ebird.org/species/linspa,https://en.wikipedia.org/wiki/Lincoln's_sparrow,https://www.allaboutbirds.org/guide/Lincolns_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/32316881-1280px.jpg,https://macaulaylibrary.org/asset/130916,,,,6 - extremely rare,,4 - uncommon,,,4 - uncommon,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/130916/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Swamp Sparrow,UUFUUFF,https://upload.wikimedia.org/wikipedia/commons/b/bc/Melospiza_georgiana_MN1.jpg,https://ebird.org/species/swaspa,https://en.wikipedia.org/wiki/Swamp_sparrow,https://www.allaboutbirds.org/guide/Swamp_Sparrow/id,https://www.allaboutbirds.org/guide/assets/photo/31752291-1280px.jpg,https://macaulaylibrary.org/asset/15644,,,,4 - uncommon,4 - uncommon,3 - fairly common,4 - uncommon,4 - uncommon,3 - fairly common,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/15644/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Eastern Towhee,XUFFUUR,,https://ebird.org/species/eastow,https://en.wikipedia.org/wiki/Eastern_towhee,https://www.allaboutbirds.org/guide/Eastern_Towhee/id,https://www.allaboutbirds.org/guide/assets/photo/81203461-1280px.jpg,https://macaulaylibrary.org/asset/84753,,https://upload.wikimedia.org/wikipedia/commons/2/21/Pipilo_erythrophthalmus_-Quabbin_Reservoir%2C_Massachusetts%2C_USA_-male-8.jpg,https://upload.wikimedia.org/wikipedia/commons/7/79/Eastern_Towhee-27527.jpg,6 - extremely rare,4 - uncommon,3 - fairly common,3 - fairly common,4 - uncommon,4 - uncommon,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/84753/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Yellow-breasted Chat,--URRX-,https://upload.wikimedia.org/wikipedia/commons/f/fb/Yellow-Breasted-Chat-Oregon.jpg,https://ebird.org/species/yebcha,https://en.wikipedia.org/wiki/Yellow-breasted_chat,https://www.allaboutbirds.org/guide/Yellow-breasted_Chat/id,https://www.allaboutbirds.org/guide/assets/photo/31918441-1280px.jpg,https://macaulaylibrary.org/asset/50184,,,,,,4 - uncommon,5 - rare,5 - rare,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/50184/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Yellow-headed Blackbird,-RRR---,,https://ebird.org/species/yehbla,https://en.wikipedia.org/wiki/Yellow-headed_blackbird,https://www.allaboutbirds.org/guide/yellow-headed_blackbird/id,https://www.allaboutbirds.org/guide/assets/photo/31721511-1280px.jpg,https://macaulaylibrary.org/asset/57530,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Male_Yellow-headed_Blackbird.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Yellow-headed_Blackbird_-_female.jpg,,5 - rare,5 - rare,5 - rare,,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/57530/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Bobolink,--FFUU-,,https://ebird.org/species/boboli,https://en.wikipedia.org/wiki/Bobolink,https://www.allaboutbirds.org/guide/Bobolink/id,https://www.allaboutbirds.org/guide/assets/photo/25037831-1280px.jpg,https://macaulaylibrary.org/asset/42236,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Bobolink%2C_Mer_Bleue.jpg,https://upload.wikimedia.org/wikipedia/commons/8/81/Bobolink_%28F%29.jpg,,,3 - fairly common,3 - fairly common,4 - uncommon,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/42236/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Western Meadowlark,-XXXXX-,https://upload.wikimedia.org/wikipedia/commons/4/46/Western_Meadowlark.jpg,https://ebird.org/species/wesmea,https://en.wikipedia.org/wiki/Western_meadowlark,https://www.allaboutbirds.org/guide/Western_Meadowlark/id,https://www.allaboutbirds.org/guide/assets/photo/32198601-1280px.jpg,https://macaulaylibrary.org/asset/12728,,,,,6 - extremely rare,6 - extremely rare,6 - extremely rare,6 - extremely rare,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/12728/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Eastern Meadowlark,RUFFFFU,https://upload.wikimedia.org/wikipedia/commons/1/17/Sturnella_magna_-Mexico-8.jpg,https://ebird.org/species/easmea,https://en.wikipedia.org/wiki/Eastern_meadowlark,https://www.allaboutbirds.org/guide/Eastern_Meadowlark/id,https://www.allaboutbirds.org/guide/assets/photo/32267711-1280px.jpg,https://macaulaylibrary.org/asset/106881,,,,5 - rare,4 - uncommon,3 - fairly common,3 - fairly common,3 - fairly common,3 - fairly common,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/106881/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Orchard Oriole,--FUU--,https://upload.wikimedia.org/wikipedia/commons/6/6f/Orchard_Oriole_by_Dan_Pancamo_1.jpg,https://ebird.org/species/orcori,https://en.wikipedia.org/wiki/Orchard_oriole,https://www.allaboutbirds.org/guide/Orchard_Oriole/id,https://www.allaboutbirds.org/guide/assets/photo/31746031-1280px.jpg,https://macaulaylibrary.org/asset/40765,,,,,,3 - fairly common,4 - uncommon,4 - uncommon,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/40765/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Baltimore Oriole,--FUU--,,https://ebird.org/species/balori,https://en.wikipedia.org/wiki/Baltimore_oriole,https://www.allaboutbirds.org/guide/Baltimore_Oriole/id,https://www.allaboutbirds.org/guide/assets/photo/31912371-1280px.jpg,https://macaulaylibrary.org/asset/93753,,https://upload.wikimedia.org/wikipedia/commons/6/66/Icterus-galbula-002.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/Icterus_galbula1.jpg,,,3 - fairly common,4 - uncommon,4 - uncommon,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/93753/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Red-winged Blackbird,RAACCCF,,https://ebird.org/species/rewbla,https://ebird.org/species/rewbla,https://www.allaboutbirds.org/guide/Red-winged_Blackbird/id,https://www.allaboutbirds.org/guide/assets/photo/32257341-1280px.jpg,https://macaulaylibrary.org/asset/94234,,https://upload.wikimedia.org/wikipedia/commons/6/60/Agelaius_phoeniceus_0110_taxo.jpg,https://upload.wikimedia.org/wikipedia/commons/d/db/Agelaius_phoeniceus2.jpg,5 - rare,1 - abundant,1 - abundant,2 - common,2 - common,2 - common,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/94234/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Brown-headed Cowbird,RCCFFFF,,https://ebird.org/species/bnhcow,https://en.wikipedia.org/wiki/Brown-headed_cowbird,https://www.allaboutbirds.org/guide/Brown-headed_Cowbird/id,https://www.allaboutbirds.org/guide/assets/photo/32005581-1280px.jpg,https://macaulaylibrary.org/asset/84746,,https://upload.wikimedia.org/wikipedia/commons/8/88/Molothrus_ater_2.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f6/Molothrus_ater1.jpg,5 - rare,2 - common,2 - common,3 - fairly common,3 - fairly common,3 - fairly common,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/84746/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Rusty Blackbird,RUU--RU,https://upload.wikimedia.org/wikipedia/commons/b/b7/Euphagus-carolinus-001.jpg,https://ebird.org/species/rusbla/,https://en.wikipedia.org/wiki/Rusty_blackbird,https://www.allaboutbirds.org/guide/Rusty_Blackbird/id,https://www.allaboutbirds.org/guide/assets/photo/31721561-1280px.jpg,https://macaulaylibrary.org/asset/12459,,,,5 - rare,4 - uncommon,4 - uncommon,,,5 - rare,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/12459/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Brewer's Blackbird,XRX---R,,https://ebird.org/species/brebla,https://en.wikipedia.org/wiki/Brewer's_blackbird,https://www.allaboutbirds.org/guide/Brewers_Blackbird/id,https://www.allaboutbirds.org/guide/assets/photo/38835471-1280px.jpg,https://macaulaylibrary.org/asset/44978,,https://upload.wikimedia.org/wikipedia/commons/3/33/Brewers_Blackbird_Esquimalt_Lagoon.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Euphagus_cyanocephalus_-San_Luis_Obispo_-California-8a.jpg,6 - extremely rare,5 - rare,6 - extremely rare,,,,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/44978/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Common Grackle,RACCFCF,https://upload.wikimedia.org/wikipedia/commons/f/fd/Quiscalus-quiscula-001.jpg,https://ebird.org/species/comgra,https://en.wikipedia.org/wiki/Common_grackle,https://www.allaboutbirds.org/guide/Common_Grackle/id,https://www.allaboutbirds.org/guide/assets/photo/32260721-1280px.jpg,https://macaulaylibrary.org/asset/12668,,,,5 - rare,1 - abundant,2 - common,2 - common,3 - fairly common,2 - common,3 - fairly common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/12668/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Ovenbird,--FRRFR,https://upload.wikimedia.org/wikipedia/commons/c/c4/Ovenbird_RWD2011b.jpg,https://ebird.org/species/ovenbi1,https://en.wikipedia.org/wiki/Ovenbird,https://www.allaboutbirds.org/guide/Ovenbird/id,https://www.allaboutbirds.org/guide/assets/photo/31505191-1280px.jpg,https://macaulaylibrary.org/asset/73935,,,,,,3 - fairly common,5 - rare,5 - rare,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/73935/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Worm-eating Warbler,--R----,https://upload.wikimedia.org/wikipedia/commons/7/71/Worm-eating_Warbler.jpg,https://ebird.org/species/woewar1,https://en.wikipedia.org/wiki/Worm-eating_warbler,https://www.allaboutbirds.org/guide/Worm-eating_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/32008221-1280px.jpg,https://macaulaylibrary.org/asset/84859,,,,,,5 - rare,,,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/84859/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
